id,yas,gelir,kredi_tutari,kredi_suresi_ay,mevcut_borc,borc_gelir_orani,calisma_durumu,egitim,medeni_durum,ev_sahibi,kredi_gecmisi,kredi_onay
1125,20,4778,61315,18,6748,1.41,Öğrenci,Yüksek,Bekar,Hayır,Yeni,Ret
1126,62,5889,35280,48,10648,1.81,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Onay
1127,63,13769,55660,12,12862,0.93,Emekli,Lise,Bekar,Evet,Gecikmeli,Ret
1128,29,10539,61678,48,2198,0.21,Öğrenci,Yüksek,Dul,Hayır,Temiz,Onay
1129,65,12441,53659,72,21482,1.73,İşsiz,Lise,Evli,Evet,Temiz,Onay
1130,39,5888,39236,36,10622,1.8,Emekli,Lise,Evli,Hayır,Yeni,Ret
1131,59,4708,54642,36,8195,1.74,İşsiz,Lisans,Evli,Evet,Gecikmeli,Ret
1132,30,17150,54129,48,15665,0.91,Çalışıyor,Lisans,Dul,Hayır,Gecikmeli,Ret
1133,53,11607,41908,36,10489,0.9,İşsiz,Lisans,Bekar,Hayır,Gecikmeli,Ret
1134,52,4886,25786,48,1771,0.36,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Ret
1135,29,13844,26567,48,1432,0.1,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Ret
1136,31,7885,20622,48,7584,0.96,İşsiz,Lise,Bekar,Evet,Yeni,Ret
1137,62,18514,44246,12,598,0.03,İşsiz,Lise,Bekar,Hayır,Temiz,Onay
1138,24,13731,35979,24,21053,1.53,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Ret
1139,34,10494,49584,60,14418,1.37,Çalışıyor,Yüksek,Bekar,Evet,Yeni,Ret
1140,33,16390,46674,60,21793,1.33,Emekli,Lisans,Evli,Hayır,Temiz,Onay
1141,32,18024,59852,24,18731,1.04,Öğrenci,Lise,Bekar,Evet,Gecikmeli,Ret
1142,58,15426,25332,36,15962,1.03,Öğrenci,Doktora,Dul,Evet,Gecikmeli,Ret
1143,62,7867,28137,18,11168,1.42,Emekli,Lisans,Bekar,Hayır,Yeni,Ret
1144,42,19863,43764,18,9207,0.46,Çalışıyor,Lisans,Evli,Hayır,Gecikmeli,Onay
1145,46,11802,31566,72,15573,1.32,Öğrenci,Lise,Dul,Hayır,Yeni,Ret
1146,44,11869,52010,12,1217,0.1,Emekli,Doktora,Evli,Evet,Yeni,Onay
1147,63,6701,36634,18,11707,1.75,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Onay
1148,24,5195,44975,48,9652,1.86,İşsiz,Yüksek,Dul,Hayır,Gecikmeli,Ret
1149,18,18256,64859,12,19288,1.06,Emekli,Yüksek,Evli,Hayır,Yeni,Onay
1150,19,11967,19008,36,21987,1.84,Emekli,Lisans,Bekar,Hayır,Yeni,Ret
1151,60,10971,15658,60,16734,1.53,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
1152,40,14771,9166,24,26184,1.77,Emekli,Lise,Dul,Hayır,Yeni,Ret
1153,40,6922,52618,24,12564,1.82,Emekli,Doktora,Evli,Evet,Gecikmeli,Ret
1154,64,9545,16585,72,17815,1.87,İşsiz,Doktora,Bekar,Evet,Gecikmeli,Ret
1155,18,6848,33484,24,7538,1.1,Öğrenci,Lisans,Bekar,Evet,Yeni,Ret
1156,54,18849,6316,24,29001,1.54,Çalışıyor,Lise,Bekar,Hayır,Gecikmeli,Ret
1157,58,14061,38460,72,19681,1.4,Öğrenci,Lise,Bekar,Evet,Yeni,Ret
1158,28,5026,69417,48,6544,1.3,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
1159,26,16188,53727,12,12259,0.76,Öğrenci,Lisans,Evli,Evet,Gecikmeli,Ret
1160,28,12466,59520,24,21786,1.75,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
1161,27,3554,28618,24,145,0.04,Çalışıyor,Lise,Evli,Hayır,Temiz,Ret
1162,63,12641,11969,24,11634,0.92,İşsiz,Doktora,Dul,Evet,Temiz,Onay
1163,44,11789,60287,60,6795,0.58,Çalışıyor,Doktora,Bekar,Evet,Gecikmeli,Ret
1164,44,13711,6849,36,5647,0.41,Öğrenci,Lisans,Evli,Hayır,Yeni,Onay
1165,18,16194,29698,18,8859,0.55,Öğrenci,Yüksek,Evli,Hayır,Temiz,Onay
1166,46,12125,68817,18,3925,0.32,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
1167,55,18356,65544,24,15825,0.86,Çalışıyor,Doktora,Evli,Evet,Temiz,Onay
1168,27,11476,46499,12,11431,1.0,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Ret
1169,37,14643,32451,72,24909,1.7,Öğrenci,Lise,Evli,Hayır,Yeni,Ret
1170,38,5032,5950,60,1904,0.38,Emekli,Yüksek,Bekar,Hayır,Temiz,Onay
1171,29,14486,13181,36,4321,0.3,Çalışıyor,Doktora,Evli,Evet,Yeni,Ret
1172,31,2625,21277,36,385,0.15,Öğrenci,Lisans,Bekar,Hayır,Yeni,Ret
1173,33,19220,43987,36,34846,1.81,Öğrenci,Doktora,Evli,Hayır,Temiz,Onay
1174,26,9261,21441,48,16961,1.83,Öğrenci,Doktora,Dul,Evet,Yeni,Ret
1175,31,3448,7393,48,3291,0.95,İşsiz,Lisans,Dul,Evet,Temiz,Ret
1176,27,12377,26442,18,12720,1.03,Öğrenci,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1177,43,5338,13382,12,2934,0.55,Öğrenci,Doktora,Evli,Evet,Yeni,Onay
1178,22,18598,52041,18,4649,0.25,İşsiz,Doktora,Bekar,Hayır,Temiz,Onay
1179,24,3801,44480,72,617,0.16,Öğrenci,Doktora,Bekar,Evet,Temiz,Ret
1180,46,11167,57713,60,11465,1.03,Öğrenci,Doktora,Evli,Hayır,Gecikmeli,Ret
1181,55,3940,15714,48,5803,1.47,Çalışıyor,Yüksek,Evli,Evet,Yeni,Ret
1182,59,9939,58965,18,3133,0.32,Öğrenci,Lise,Dul,Hayır,Yeni,Onay
1183,42,6614,18168,12,11375,1.72,Çalışıyor,Doktora,Dul,Hayır,Temiz,Ret
1184,56,5208,62100,18,9698,1.86,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Ret
1185,28,11024,20205,72,121,0.01,Emekli,Doktora,Bekar,Evet,Yeni,Ret
1186,38,5847,17395,36,7634,1.31,Çalışıyor,Lisans,Dul,Evet,Temiz,Ret
1187,59,14082,12928,18,21729,1.54,Emekli,Lise,Dul,Hayır,Gecikmeli,Onay
1188,32,17408,7106,36,24420,1.4,Emekli,Doktora,Dul,Hayır,Gecikmeli,Onay
1189,32,6384,52476,36,9012,1.41,Öğrenci,Lisans,Evli,Evet,Gecikmeli,Ret
1190,53,16380,17607,48,6716,0.41,Emekli,Doktora,Bekar,Hayır,Temiz,Onay
1191,63,5058,47870,18,3814,0.75,Emekli,Lise,Evli,Evet,Temiz,Ret
1192,25,19677,65906,18,36084,1.83,Öğrenci,Yüksek,Evli,Evet,Yeni,Ret
1193,56,15037,59165,72,9334,0.62,Çalışıyor,Lisans,Dul,Evet,Temiz,Onay
1194,45,10312,58751,18,823,0.08,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
1195,65,17780,5407,60,19821,1.11,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Ret
1196,54,8686,38662,36,8502,0.98,Çalışıyor,Lise,Dul,Evet,Yeni,Onay
1197,18,13882,30875,48,25315,1.82,Çalışıyor,Yüksek,Bekar,Evet,Gecikmeli,Ret
1198,20,6948,54290,60,12334,1.78,Emekli,Yüksek,Bekar,Evet,Temiz,Ret
1199,25,9185,38973,72,3598,0.39,İşsiz,Yüksek,Evli,Evet,Temiz,Onay
1200,22,14806,22238,12,25681,1.73,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1201,48,2608,56176,12,3958,1.52,İşsiz,Lise,Bekar,Evet,Gecikmeli,Onay
1202,54,7258,50615,60,1295,0.18,Emekli,Yüksek,Bekar,Evet,Gecikmeli,Ret
1203,32,5244,56288,36,6294,1.2,İşsiz,Doktora,Dul,Hayır,Yeni,Ret
1204,64,6428,55494,48,1328,0.21,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
1205,51,2162,66052,72,843,0.39,İşsiz,Lise,Evli,Evet,Temiz,Ret
1206,28,7858,53678,60,13407,1.71,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
1207,30,7181,65988,12,464,0.06,Çalışıyor,Lisans,Dul,Evet,Gecikmeli,Ret
1208,23,7036,13043,48,1100,0.16,İşsiz,Yüksek,Evli,Evet,Yeni,Ret
1209,61,10616,55810,18,14526,1.37,Emekli,Lisans,Dul,Hayır,Yeni,Ret
1210,37,8384,46750,36,16505,1.97,Emekli,Doktora,Evli,Evet,Temiz,Ret
1211,55,19288,41226,72,36539,1.89,Öğrenci,Doktora,Evli,Hayır,Temiz,Onay
1212,30,6852,37718,48,6119,0.89,Öğrenci,Lise,Evli,Evet,Gecikmeli,Ret
1213,27,9887,46008,24,11386,1.15,Öğrenci,Lise,Dul,Evet,Temiz,Ret
1214,44,16203,6240,24,29904,1.85,Çalışıyor,Doktora,Evli,Hayır,Gecikmeli,Ret
1215,31,18102,40532,48,10174,0.56,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Ret
1216,46,17639,16240,36,4924,0.28,Emekli,Lisans,Dul,Evet,Temiz,Onay
1217,47,19714,27422,12,31361,1.59,Çalışıyor,Yüksek,Dul,Evet,Yeni,Ret
1218,38,15659,47116,72,8605,0.55,Öğrenci,Doktora,Evli,Hayır,Yeni,Ret
1219,37,12441,33589,72,16889,1.36,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Ret
1220,44,19602,55389,72,36525,1.86,İşsiz,Yüksek,Bekar,Evet,Yeni,Ret
1221,49,13148,65831,72,10259,0.78,Çalışıyor,Lisans,Bekar,Evet,Temiz,Onay
1222,38,8636,17073,24,10760,1.25,İşsiz,Lisans,Dul,Evet,Temiz,Ret
1223,56,3148,63173,18,6167,1.96,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Onay
1224,61,12097,49374,72,15317,1.27,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Ret
1225,46,8612,36171,12,2967,0.34,Öğrenci,Lise,Evli,Evet,Yeni,Ret
1226,60,5903,69377,36,7301,1.24,Çalışıyor,Doktora,Bekar,Evet,Yeni,Ret
1227,58,2954,40481,72,5015,1.7,Emekli,Doktora,Evli,Evet,Temiz,Ret
1228,51,12723,5564,18,23829,1.87,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
1229,20,8220,38910,18,3973,0.48,Çalışıyor,Doktora,Evli,Evet,Temiz,Onay
1230,37,14053,19268,18,8921,0.63,Emekli,Lise,Bekar,Evet,Temiz,Onay
1231,27,3093,19892,24,4792,1.55,Emekli,Doktora,Dul,Evet,Gecikmeli,Ret
1232,42,11368,55424,18,18942,1.67,Çalışıyor,Yüksek,Bekar,Hayır,Gecikmeli,Onay
1233,45,14739,6415,36,3514,0.24,İşsiz,Doktora,Dul,Hayır,Yeni,Ret
1234,63,3394,69979,72,5411,1.59,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Ret
1235,21,3366,15739,48,5886,1.75,İşsiz,Yüksek,Dul,Hayır,Yeni,Onay
1236,37,9613,53724,48,15642,1.63,Emekli,Lise,Dul,Evet,Gecikmeli,Ret
1237,36,4665,42129,12,7271,1.56,Emekli,Yüksek,Dul,Hayır,Yeni,Ret
1238,38,9509,23136,36,9386,0.99,Emekli,Lise,Bekar,Hayır,Temiz,Onay
1239,64,6751,6960,12,4301,0.64,Çalışıyor,Doktora,Dul,Hayır,Yeni,Onay
1240,27,10678,53827,48,20208,1.89,Çalışıyor,Lisans,Bekar,Hayır,Temiz,Onay
1241,56,2440,33126,60,1214,0.5,Emekli,Doktora,Bekar,Evet,Yeni,Onay
1242,27,10391,20493,48,1346,0.13,İşsiz,Yüksek,Evli,Evet,Yeni,Onay
1243,50,11407,68738,48,20718,1.82,Emekli,Lisans,Dul,Hayır,Yeni,Ret
1244,58,18130,44587,24,12105,0.67,Öğrenci,Doktora,Bekar,Hayır,Yeni,Ret
1245,53,16002,15885,24,13458,0.84,İşsiz,Doktora,Dul,Hayır,Yeni,Ret
1246,36,10671,36423,24,10820,1.01,Öğrenci,Doktora,Dul,Evet,Temiz,Onay
1247,61,4080,30159,24,4054,0.99,İşsiz,Lisans,Evli,Hayır,Yeni,Onay
1248,57,14867,24465,60,19282,1.3,Çalışıyor,Yüksek,Evli,Evet,Yeni,Onay
1249,47,3407,38329,18,3024,0.89,Emekli,Lise,Bekar,Hayır,Temiz,Onay
1250,54,15821,34617,36,22094,1.4,Çalışıyor,Doktora,Evli,Hayır,Yeni,Onay
1251,23,12446,30494,12,15523,1.25,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Onay
1252,40,13433,69300,60,25183,1.87,Emekli,Doktora,Evli,Evet,Gecikmeli,Ret
1253,56,18227,44560,18,14331,0.79,Emekli,Doktora,Bekar,Evet,Yeni,Ret
1254,51,8311,59277,12,178,0.02,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Onay
1255,58,18252,69580,48,28082,1.54,İşsiz,Yüksek,Bekar,Hayır,Gecikmeli,Onay
1256,35,6531,62284,48,12546,1.92,İşsiz,Lisans,Dul,Hayır,Temiz,Ret
1257,48,6082,5578,24,8919,1.47,İşsiz,Lise,Dul,Evet,Temiz,Onay
1258,28,19431,39644,24,6660,0.34,İşsiz,Yüksek,Bekar,Evet,Gecikmeli,Ret
1259,33,13612,62388,48,8398,0.62,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Onay
1260,55,6646,67713,18,9980,1.5,Öğrenci,Lise,Evli,Hayır,Yeni,Ret
1261,65,3724,17428,60,71,0.02,Öğrenci,Doktora,Evli,Evet,Yeni,Ret
1262,61,3928,57492,48,1184,0.3,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Onay
1263,19,13928,47774,36,17897,1.28,Emekli,Yüksek,Evli,Hayır,Temiz,Onay
1264,28,4358,29930,24,2887,0.66,İşsiz,Yüksek,Evli,Hayır,Yeni,Ret
1265,64,15091,61170,24,14964,0.99,Emekli,Yüksek,Dul,Evet,Yeni,Onay
1266,26,10377,60855,36,372,0.04,Çalışıyor,Doktora,Dul,Evet,Yeni,Onay
1267,65,12298,40674,18,3380,0.27,Emekli,Lisans,Dul,Evet,Temiz,Onay
1268,23,15873,49796,24,17832,1.12,Çalışıyor,Lise,Bekar,Hayır,Gecikmeli,Ret
1269,46,12031,67326,36,13747,1.14,İşsiz,Lise,Dul,Evet,Yeni,Ret
1270,23,13023,47261,48,5016,0.39,Çalışıyor,Doktora,Dul,Evet,Temiz,Onay
1271,34,16767,22976,72,29591,1.76,Çalışıyor,Yüksek,Evli,Hayır,Yeni,Onay
1272,25,19682,48897,18,28116,1.43,Öğrenci,Lise,Evli,Evet,Temiz,Onay
1273,62,6549,39840,12,11812,1.8,Öğrenci,Doktora,Dul,Evet,Yeni,Onay
1274,24,7072,5101,60,11180,1.58,Çalışıyor,Lisans,Bekar,Evet,Gecikmeli,Ret
1275,55,18350,7999,36,22263,1.21,Emekli,Yüksek,Bekar,Evet,Gecikmeli,Ret
1276,62,9783,37903,60,5568,0.57,İşsiz,Lise,Evli,Hayır,Yeni,Ret
1277,44,9022,5980,24,757,0.08,Çalışıyor,Lise,Dul,Hayır,Gecikmeli,Onay
1278,25,9816,47429,12,15805,1.61,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
1279,39,10524,16731,24,18060,1.72,Çalışıyor,Yüksek,Dul,Hayır,Yeni,Ret
1280,28,17563,49082,24,15792,0.9,Öğrenci,Doktora,Bekar,Evet,Yeni,Onay
1281,40,14653,42613,72,14380,0.98,Çalışıyor,Doktora,Dul,Evet,Temiz,Onay
1282,48,12710,6418,48,14499,1.14,Öğrenci,Doktora,Bekar,Hayır,Temiz,Onay
1283,48,11247,45032,12,10561,0.94,Çalışıyor,Lisans,Bekar,Evet,Yeni,Onay
1284,57,4009,5261,18,1604,0.4,Öğrenci,Lise,Evli,Evet,Gecikmeli,Ret
1285,28,6491,69198,72,11594,1.79,Çalışıyor,Lise,Dul,Hayır,Gecikmeli,Ret
1286,22,15256,67330,18,26253,1.72,Çalışıyor,Lisans,Evli,Evet,Temiz,Onay
1287,29,18101,25612,12,35595,1.97,Öğrenci,Yüksek,Dul,Evet,Gecikmeli,Ret
1288,33,9984,22093,18,9659,0.97,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Ret
1289,29,12366,15213,36,16858,1.36,İşsiz,Yüksek,Bekar,Evet,Temiz,Ret
1290,22,18465,48039,12,1603,0.09,Öğrenci,Lisans,Bekar,Evet,Yeni,Ret
1291,37,2789,47969,24,3083,1.11,Çalışıyor,Lisans,Evli,Hayır,Temiz,Onay
1292,62,15032,27630,72,17739,1.18,Öğrenci,Doktora,Dul,Hayır,Temiz,Onay
1293,59,7627,15048,12,9820,1.29,Çalışıyor,Lise,Bekar,Hayır,Yeni,Ret
1294,18,19330,37151,48,25342,1.31,İşsiz,Yüksek,Evli,Evet,Gecikmeli,Onay
1295,61,7008,9135,36,3742,0.53,Emekli,Lisans,Bekar,Evet,Yeni,Onay
1296,23,7783,46913,60,15116,1.94,Öğrenci,Lise,Bekar,Hayır,Temiz,Ret
1297,42,10882,5241,48,18074,1.66,Çalışıyor,Lise,Dul,Evet,Yeni,Ret
1298,33,3741,56906,36,7084,1.89,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1299,19,3496,52293,18,4079,1.17,İşsiz,Doktora,Evli,Hayır,Temiz,Onay
1300,50,6026,66906,72,243,0.04,İşsiz,Lise,Evli,Evet,Yeni,Onay
1301,33,2343,7066,60,720,0.31,Öğrenci,Doktora,Bekar,Hayır,Temiz,Ret
1302,34,18867,51525,60,36275,1.92,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
1303,61,12169,6486,60,23954,1.97,İşsiz,Lise,Dul,Evet,Temiz,Onay
1304,27,3744,67299,36,4526,1.21,İşsiz,Lisans,Dul,Hayır,Yeni,Ret
1305,60,7682,7791,72,6394,0.83,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Ret
1306,30,4104,67319,60,7346,1.79,İşsiz,Doktora,Dul,Evet,Temiz,Ret
1307,54,19973,42491,72,2192,0.11,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Ret
1308,37,7092,20384,18,6726,0.95,Öğrenci,Doktora,Dul,Hayır,Gecikmeli,Ret
1309,24,10892,45659,24,19333,1.77,Öğrenci,Lise,Evli,Hayır,Temiz,Onay
1310,29,5263,14284,48,4377,0.83,Öğrenci,Doktora,Evli,Evet,Gecikmeli,Ret
1311,40,7428,5296,24,57,0.01,İşsiz,Lisans,Bekar,Hayır,Temiz,Ret
1312,56,7429,13663,36,14704,1.98,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
1313,21,5028,54473,12,4259,0.85,İşsiz,Yüksek,Evli,Hayır,Temiz,Ret
1314,28,11251,17080,12,8272,0.74,İşsiz,Lisans,Bekar,Evet,Temiz,Onay
1315,38,6287,26372,72,10281,1.64,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1316,39,2526,67318,18,1760,0.7,İşsiz,Yüksek,Dul,Hayır,Temiz,Ret
1317,19,2062,9013,18,287,0.14,Emekli,Lise,Dul,Hayır,Yeni,Ret
1318,27,18435,25934,72,15781,0.86,Emekli,Lise,Dul,Evet,Gecikmeli,Ret
1319,50,10643,27286,72,6487,0.61,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
1320,20,2276,29512,48,1993,0.88,Çalışıyor,Lisans,Evli,Hayır,Temiz,Ret
1321,43,15954,7821,48,5372,0.34,Çalışıyor,Lisans,Evli,Hayır,Temiz,Onay
1322,61,17876,19032,12,7249,0.41,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Ret
1323,23,19957,26989,36,12790,0.64,Öğrenci,Lise,Bekar,Evet,Temiz,Onay
1324,55,5304,32587,18,5561,1.05,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
1325,37,10827,52792,72,16852,1.56,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Ret
1326,18,16143,52706,60,13746,0.85,İşsiz,Yüksek,Evli,Evet,Temiz,Onay
1327,47,5971,65720,12,4307,0.72,Öğrenci,Doktora,Evli,Evet,Yeni,Onay
1328,26,8640,41101,18,17150,1.98,Emekli,Lise,Bekar,Evet,Temiz,Ret
1329,53,3083,62659,72,3958,1.28,Emekli,Yüksek,Evli,Hayır,Temiz,Ret
1330,27,17927,68668,12,3857,0.22,Öğrenci,Yüksek,Evli,Evet,Yeni,Onay
1331,19,5861,8194,48,1959,0.33,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Onay
1332,62,14225,8848,12,2398,0.17,Öğrenci,Lise,Evli,Hayır,Temiz,Onay
1333,53,12940,39979,24,14865,1.15,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Ret
1334,19,13135,54489,24,5263,0.4,İşsiz,Yüksek,Dul,Hayır,Temiz,Onay
1335,56,4087,61770,24,3557,0.87,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
1336,44,17492,46250,12,30515,1.74,İşsiz,Lisans,Dul,Evet,Temiz,Onay
1337,55,13570,41658,12,1813,0.13,Emekli,Doktora,Evli,Evet,Gecikmeli,Ret
1338,18,10334,53373,36,14137,1.37,Emekli,Doktora,Evli,Hayır,Gecikmeli,Ret
1339,19,13339,32113,72,20277,1.52,Emekli,Lisans,Dul,Evet,Temiz,Onay
1340,28,11327,31734,18,15285,1.35,Emekli,Lise,Bekar,Evet,Temiz,Onay
1341,18,12371,21592,60,197,0.02,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Ret
1342,44,2707,53206,24,5367,1.98,Emekli,Doktora,Dul,Hayır,Yeni,Ret
1343,35,10639,53614,24,13374,1.26,Öğrenci,Lise,Evli,Evet,Temiz,Onay
1344,25,7701,58713,24,13940,1.81,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1345,36,19956,18125,36,7079,0.35,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
1346,64,9064,60736,18,4709,0.52,Emekli,Lise,Dul,Hayır,Yeni,Ret
1347,26,9849,5270,36,16704,1.7,Öğrenci,Lise,Dul,Hayır,Yeni,Ret
1348,33,10442,23120,48,14461,1.38,Emekli,Yüksek,Dul,Evet,Yeni,Ret
1349,47,6600,26272,48,7063,1.07,Öğrenci,Lise,Evli,Evet,Gecikmeli,Ret
1350,23,2695,34311,36,4760,1.77,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Ret
1351,25,2945,62547,60,2102,0.71,İşsiz,Lise,Dul,Hayır,Temiz,Ret
1352,30,11186,25291,18,10316,0.92,Çalışıyor,Yüksek,Evli,Evet,Gecikmeli,Ret
1353,23,14761,52638,18,17506,1.19,Çalışıyor,Lisans,Bekar,Evet,Yeni,Ret
1354,29,18853,48462,60,27210,1.44,İşsiz,Lisans,Dul,Evet,Gecikmeli,Ret
1355,37,10305,53154,24,3589,0.35,Emekli,Lisans,Evli,Hayır,Yeni,Onay
1356,50,12264,15011,24,19298,1.57,Emekli,Lisans,Dul,Evet,Yeni,Ret
1357,49,2120,62639,48,3379,1.59,Çalışıyor,Doktora,Evli,Evet,Yeni,Ret
1358,20,16133,62159,36,1501,0.09,İşsiz,Lisans,Bekar,Evet,Gecikmeli,Ret
1359,57,9095,33891,36,11655,1.28,Çalışıyor,Lise,Dul,Evet,Yeni,Ret
1360,60,4309,29352,36,2427,0.56,İşsiz,Yüksek,Evli,Hayır,Temiz,Ret
1361,58,16495,58539,12,16171,0.98,Çalışıyor,Lisans,Bekar,Evet,Gecikmeli,Ret
1362,26,10189,56352,60,5520,0.54,İşsiz,Yüksek,Evli,Evet,Temiz,Ret
1363,54,2402,47528,72,1658,0.69,İşsiz,Lise,Evli,Hayır,Temiz,Ret
1364,25,15692,54764,24,31270,1.99,İşsiz,Lisans,Evli,Evet,Yeni,Ret
1365,45,11056,67163,24,3627,0.33,Emekli,Lise,Dul,Evet,Temiz,Onay
1366,50,18014,6939,12,6759,0.38,Öğrenci,Yüksek,Bekar,Evet,Temiz,Onay
1367,21,7444,22048,24,2082,0.28,Çalışıyor,Doktora,Bekar,Evet,Yeni,Ret
1368,31,15695,20681,60,15153,0.97,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Onay
1369,61,15782,58027,36,18992,1.2,Emekli,Lisans,Dul,Evet,Yeni,Ret
1370,31,15151,65508,12,20400,1.35,Emekli,Lisans,Dul,Hayır,Yeni,Ret
1371,21,14140,29046,72,847,0.06,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Onay
1372,20,11281,42867,60,4789,0.42,Emekli,Yüksek,Bekar,Hayır,Temiz,Onay
1373,65,5665,51080,12,2502,0.44,İşsiz,Doktora,Bekar,Evet,Temiz,Onay
1374,22,2212,13806,24,1592,0.72,Öğrenci,Doktora,Bekar,Evet,Yeni,Ret
1375,58,13946,57262,72,24195,1.73,Öğrenci,Lisans,Dul,Hayır,Temiz,Onay
1376,44,11184,14563,48,403,0.04,Öğrenci,Doktora,Dul,Evet,Yeni,Ret
1377,58,3722,13016,36,5659,1.52,Emekli,Doktora,Evli,Evet,Temiz,Ret
1378,62,12384,61830,48,4763,0.38,İşsiz,Doktora,Bekar,Hayır,Temiz,Onay
1379,38,14999,21542,72,18092,1.21,İşsiz,Doktora,Evli,Hayır,Yeni,Ret
1380,27,2504,62492,60,585,0.23,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Ret
1381,24,5093,9326,48,9262,1.82,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
1382,42,17720,38052,18,4983,0.28,İşsiz,Yüksek,Bekar,Hayır,Yeni,Ret
1383,61,2328,18376,72,167,0.07,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
1384,46,9156,17575,48,6543,0.71,İşsiz,Yüksek,Evli,Hayır,Yeni,Onay
1385,27,10035,6007,60,1033,0.1,Çalışıyor,Lise,Evli,Evet,Yeni,Onay
1386,34,19478,17632,48,36163,1.86,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
1387,53,7333,14237,36,8710,1.19,Emekli,Yüksek,Bekar,Hayır,Temiz,Ret
1388,27,5904,58271,18,1363,0.23,İşsiz,Lise,Evli,Hayır,Yeni,Onay
1389,55,4608,9314,36,3418,0.74,Öğrenci,Lise,Bekar,Hayır,Yeni,Onay
1390,19,5823,29786,72,8737,1.5,Öğrenci,Doktora,Dul,Hayır,Gecikmeli,Ret
1391,53,8545,64709,36,5410,0.63,Çalışıyor,Doktora,Dul,Hayır,Yeni,Onay
1392,37,15444,53647,48,15349,0.99,Emekli,Doktora,Bekar,Hayır,Gecikmeli,Ret
1393,54,7064,5014,18,13597,1.92,Emekli,Lisans,Evli,Hayır,Yeni,Ret
1394,28,2277,53580,48,1613,0.71,İşsiz,Yüksek,Evli,Hayır,Gecikmeli,Ret
1395,21,18135,20060,36,10888,0.6,İşsiz,Lise,Dul,Evet,Yeni,Ret
1396,30,9078,18891,72,13091,1.44,Öğrenci,Lisans,Bekar,Evet,Temiz,Onay
1397,29,5210,17831,48,2243,0.43,Çalışıyor,Lise,Dul,Hayır,Temiz,Onay
1398,18,13189,42755,72,22137,1.68,İşsiz,Lisans,Dul,Evet,Gecikmeli,Ret
1399,58,17414,9651,36,22240,1.28,Öğrenci,Lise,Evli,Evet,Temiz,Onay
1400,47,18338,30881,24,16988,0.93,Öğrenci,Yüksek,Bekar,Evet,Temiz,Ret
1401,31,13174,53156,12,19449,1.48,Çalışıyor,Lisans,Evli,Evet,Yeni,Onay
